,author,num_pages_grp,count
2718,Chanrithy Him,750-999,0
2719,Chanrithy Him,>=1000,0
2720,Charlaine Harris,<250,0
2721,Charlaine Harris,250-499,1
2722,Charlaine Harris,500-749,0
2723,Charlaine Harris,750-999,0
2724,Charlaine Harris,>=1000,0
2725,Charles  Green,<250,0
2726,Charles  Green,250-499,1
2727,Charles  Green,500-749,0
2728,Charles  Green,750-999,0
2729,Charles  Green,>=1000,0
2730,Charles A. Coulombe,<250,1
2731,Charles A. Coulombe,250-499,0
2732,Charles A. Coulombe,500-749,0
2733,Charles A. Coulombe,750-999,0
2734,Charles A. Coulombe,>=1000,0
2735,Charles A. Peek,<250,0
2736,Charles A. Peek,250-499,1
2737,Charles A. Peek,500-749,0
2738,Charles A. Peek,750-999,0
2739,Charles A. Peek,>=1000,0
2740,Charles Allen,<250,0
2741,Charles Allen,250-499,1
2742,Charles Allen,500-749,0
2743,Charles Allen,750-999,0
2744,Charles Allen,>=1000,0
2745,Charles Baudelaire,<250,0
2746,Charles Baudelaire,250-499,1
2747,Charles Baudelaire,500-749,0
2748,Charles Baudelaire,750-999,0
2749,Charles Baudelaire,>=1000,0
2750,Charles Boyce,<250,1
2751,Charles Boyce,250-499,0
2752,Charles Boyce,500-749,0
2753,Charles Boyce,750-999,0
2754,Charles Boyce,>=1000,0
2755,Charles Bukowski,<250,0
2756,Charles Bukowski,250-499,1
2757,Charles Bukowski,500-749,0
2758,Charles Bukowski,750-999,0
2759,Charles Bukowski,>=1000,0
2760,Charles Burns,<250,0
2761,Charles Burns,250-499,1
2762,Charles Burns,500-749,0
2763,Charles Burns,750-999,0
2764,Charles Burns,>=1000,0
2765,Charles C. Mann,<250,0
2766,Charles C. Mann,250-499,1
2767,Charles C. Mann,500-749,0
2768,Charles C. Mann,750-999,0
2769,Charles C. Mann,>=1000,0
2770,Charles Darwin,<250,1
2771,Charles Darwin,250-499,0
2772,Charles Darwin,500-749,0
2773,Charles Darwin,750-999,0
2774,Charles Darwin,>=1000,0
2775,Charles Dickens,<250,0
2776,Charles Dickens,250-499,0
2777,Charles Dickens,500-749,0
2778,Charles Dickens,750-999,1
2779,Charles Dickens,>=1000,0
2780,Charles Frazier,<250,1
2781,Charles Frazier,250-499,0
2782,Charles Frazier,500-749,0
2783,Charles Frazier,750-999,0
2784,Charles Frazier,>=1000,0
2785,Charles J. Sykes,<250,1
2786,Charles J. Sykes,250-499,0
2787,Charles J. Sykes,500-749,0
2788,Charles J. Sykes,750-999,0
2789,Charles J. Sykes,>=1000,0
2790,Charles John Cutcliffe Wright Hyne,<250,0
2791,Charles John Cutcliffe Wright Hyne,250-499,0
2792,Charles John Cutcliffe Wright Hyne,500-749,1
2793,Charles John Cutcliffe Wright Hyne,750-999,0
2794,Charles John Cutcliffe Wright Hyne,>=1000,0
2795,Charles Kingsley,<250,1
2796,Charles Kingsley,250-499,0
2797,Charles Kingsley,500-749,0
2798,Charles Kingsley,750-999,0
2799,Charles Kingsley,>=1000,0
2800,Charles Lamb,<250,0
2801,Charles Lamb,250-499,1
2802,Charles Lamb,500-749,0
2803,Charles Lamb,750-999,0
2804,Charles Lamb,>=1000,0
2805,Charles Lockwood,<250,0
2806,Charles Lockwood,250-499,1
2807,Charles Lockwood,500-749,0
2808,Charles Lockwood,750-999,0
2809,Charles Lockwood,>=1000,0
2810,Charles Mackay,<250,1
2811,Charles Mackay,250-499,0
2812,Charles Mackay,500-749,0
2813,Charles Mackay,750-999,0
2814,Charles Mackay,>=1000,0
2815,Charles Osborne,<250,0
2816,Charles Osborne,250-499,1
2817,Charles Osborne,500-749,0
2818,Charles Osborne,750-999,0
2819,Charles Osborne,>=1000,0
2820,Charles P. Rubenstein,<250,0
2821,Charles P. Rubenstein,250-499,0
2822,Charles P. Rubenstein,500-749,1
2823,Charles P. Rubenstein,750-999,0
2824,Charles P. Rubenstein,>=1000,0
2825,Charles Petzold,<250,1
2826,Charles Petzold,250-499,0
2827,Charles Petzold,500-749,0
2828,Charles Petzold,750-999,0
2829,Charles Petzold,>=1000,0
2830,Charles R. Miller,<250,0
2831,Charles R. Miller,250-499,1
2832,Charles R. Miller,500-749,0
2833,Charles R. Miller,750-999,0
2834,Charles R. Miller,>=1000,0
2835,Charles R. Swindoll,<250,0
2836,Charles R. Swindoll,250-499,1
2837,Charles R. Swindoll,500-749,0
2838,Charles R. Swindoll,750-999,0
2839,Charles R. Swindoll,>=1000,0
2840,Charles Rembar,<250,1
2841,Charles Rembar,250-499,0
2842,Charles Rembar,500-749,0
2843,Charles Rembar,750-999,0
2844,Charles Rembar,>=1000,0
2845,Charles Segal,<250,0
2846,Charles Segal,250-499,1
2847,Charles Segal,500-749,0
2848,Charles Segal,750-999,0
2849,Charles Segal,>=1000,0
2850,Charles Seife,<250,1
2851,Charles Seife,250-499,0
2852,Charles Seife,500-749,0
2853,Charles Seife,750-999,0
2854,Charles Seife,>=1000,0
2855,Charles Simic,<250,0
2856,Charles Simic,250-499,1
2857,Charles Simic,500-749,0
2858,Charles Simic,750-999,0
2859,Charles Simic,>=1000,0
2860,Charles Stross,<250,0
2861,Charles Stross,250-499,0
2862,Charles Stross,500-749,1
2863,Charles Stross,750-999,0
2864,Charles Stross,>=1000,0
2865,Charles Tandy,<250,0
2866,Charles Tandy,250-499,1
2867,Charles Tandy,500-749,0
2868,Charles Tandy,750-999,0
2869,Charles Tandy,>=1000,0
2870,Charles Taylor,<250,0
2871,Charles Taylor,250-499,1
2872,Charles Taylor,500-749,0
2873,Charles Taylor,750-999,0
2874,Charles Taylor,>=1000,0
2875,Charles Todd,<250,1
2876,Charles Todd,250-499,0
2877,Charles Todd,500-749,0
2878,Charles Todd,750-999,0
2879,Charles Todd,>=1000,0
2880,Charles W. Sydnor Jr.,<250,0
2881,Charles W. Sydnor Jr.,250-499,1
2882,Charles W. Sydnor Jr.,500-749,0
2883,Charles W. Sydnor Jr.,750-999,0
2884,Charles W. Sydnor Jr.,>=1000,0
2885,Charles Wheelan,<250,1
2886,Charles Wheelan,250-499,0
2887,Charles Wheelan,500-749,0
2888,Charles Wheelan,750-999,0
2889,Charles Wheelan,>=1000,0
2890,Charles Willeford,<250,1
2891,Charles Willeford,250-499,0
2892,Charles Willeford,500-749,0
2893,Charles Willeford,750-999,0
2894,Charles Willeford,>=1000,0
2895,Charles de Lint,<250,0
2896,Charles de Lint,250-499,1
2897,Charles de Lint,500-749,0
2898,Charles de Lint,750-999,0
2899,Charles de Lint,>=1000,0
2900,Charlie Huston,<250,1
2901,Charlie Huston,250-499,0
2902,Charlie Huston,500-749,0
2903,Charlie Huston,750-999,0
2904,Charlie Huston,>=1000,0
2905,Charlotte Brontë,<250,0
2906,Charlotte Brontë,250-499,1
2907,Charlotte Brontë,500-749,0
2908,Charlotte Brontë,750-999,0
2909,Charlotte Brontë,>=1000,0
2910,Charlotte Fiell,<250,1
2911,Charlotte Fiell,250-499,0
2912,Charlotte Fiell,500-749,0
2913,Charlotte Fiell,750-999,0
2914,Charlotte Fiell,>=1000,0
2915,Charlotte Lyons,<250,0
2916,Charlotte Lyons,250-499,0
2917,Charlotte Lyons,500-749,0
2918,Charlotte Lyons,750-999,0
2919,Charlotte Lyons,>=1000,1
2920,Cheri Huber,<250,0
2921,Cheri Huber,250-499,1
2922,Cheri Huber,500-749,0
2923,Cheri Huber,750-999,0
2924,Cheri Huber,>=1000,0
2925,Cheryl Carlson,<250,0
2926,Cheryl Carlson,250-499,1
2927,Cheryl Carlson,500-749,0
2928,Cheryl Carlson,750-999,0
2929,Cheryl Carlson,>=1000,0
2930,Cheryl St. John,<250,1
2931,Cheryl St. John,250-499,0
2932,Cheryl St. John,500-749,0
2933,Cheryl St. John,750-999,0
2934,Cheryl St. John,>=1000,0
2935,Chester Gould,<250,0
2936,Chester Gould,250-499,1
2937,Chester Gould,500-749,0
2938,Chester Gould,750-999,0
2939,Chester Gould,>=1000,0
2940,Chet Green,<250,0
2941,Chet Green,250-499,1
2942,Chet Green,500-749,0
2943,Chet Green,750-999,0
2944,Chet Green,>=1000,0
2945,Chie Shinohara,<250,1
2946,Chie Shinohara,250-499,0
2947,Chie Shinohara,500-749,0
2948,Chie Shinohara,750-999,0
2949,Chie Shinohara,>=1000,0
2950,Chieri Uegaki,<250,0
2951,Chieri Uegaki,250-499,1
2952,Chieri Uegaki,500-749,0
2953,Chieri Uegaki,750-999,0
2954,Chieri Uegaki,>=1000,0
2955,Chiho Saito,<250,1
2956,Chiho Saito,250-499,0
2957,Chiho Saito,500-749,0
2958,Chiho Saito,750-999,0
2959,Chiho Saito,>=1000,0
2960,Chimamanda Ngozi Adichie,<250,0
2961,Chimamanda Ngozi Adichie,250-499,1
2962,Chimamanda Ngozi Adichie,500-749,0
2963,Chimamanda Ngozi Adichie,750-999,0
2964,Chimamanda Ngozi Adichie,>=1000,0
2965,Chinua Achebe,<250,0
2966,Chinua Achebe,250-499,1
2967,Chinua Achebe,500-749,0
2968,Chinua Achebe,750-999,0
2969,Chinua Achebe,>=1000,0
2970,Chip Kidd,<250,0
2971,Chip Kidd,250-499,1
2972,Chip Kidd,500-749,0
2973,Chip Kidd,750-999,0
2974,Chip Kidd,>=1000,0
2975,Chris          Jones,<250,0
2976,Chris          Jones,250-499,0
2977,Chris          Jones,500-749,0
2978,Chris          Jones,750-999,1
2979,Chris          Jones,>=1000,0
2980,Chris    Green,<250,0
2981,Chris    Green,250-499,1
2982,Chris    Green,500-749,0
2983,Chris    Green,750-999,0
2984,Chris    Green,>=1000,0
2985,Chris   Smith,<250,1
2986,Chris   Smith,250-499,0
2987,Chris   Smith,500-749,0
2988,Chris   Smith,750-999,0
2989,Chris   Smith,>=1000,0
2990,Chris  Williams,<250,0
2991,Chris  Williams,250-499,0
2992,Chris  Williams,500-749,1
2993,Chris  Williams,750-999,0
2994,Chris  Williams,>=1000,0
2995,Chris Abani,<250,0
2996,Chris Abani,250-499,1
2997,Chris Abani,500-749,0
2998,Chris Abani,750-999,0
2999,Chris Abani,>=1000,0
3000,Chris Adrian,<250,0
3001,Chris Adrian,250-499,0
3002,Chris Adrian,500-749,1
3003,Chris Adrian,750-999,0
3004,Chris Adrian,>=1000,0
3005,Chris Anderson,<250,0
3006,Chris Anderson,250-499,0
3007,Chris Anderson,500-749,0
3008,Chris Anderson,750-999,1
3009,Chris Anderson,>=1000,0
3010,Chris Archer,<250,0
3011,Chris Archer,250-499,1
3012,Chris Archer,500-749,0
3013,Chris Archer,750-999,0
3014,Chris Archer,>=1000,0
3015,Chris Chester,<250,0
3016,Chris Chester,250-499,0
3017,Chris Chester,500-749,0
3018,Chris Chester,750-999,1
3019,Chris Chester,>=1000,0
3020,Chris Claremont,<250,0
3021,Chris Claremont,250-499,0
3022,Chris Claremont,500-749,1
3023,Chris Claremont,750-999,0
3024,Chris Claremont,>=1000,0
3025,Chris Gardner,<250,0
3026,Chris Gardner,250-499,1
3027,Chris Gardner,500-749,0
3028,Chris Gardner,750-999,0
3029,Chris Gardner,>=1000,0
3030,Chris Gray,<250,0
3031,Chris Gray,250-499,1
3032,Chris Gray,500-749,0
3033,Chris Gray,750-999,0
3034,Chris Gray,>=1000,0
3035,Chris Horrocks,<250,0
3036,Chris Horrocks,250-499,1
3037,Chris Horrocks,500-749,0
3038,Chris Horrocks,750-999,0
3039,Chris Horrocks,>=1000,0
3040,Chris Ingham,<250,0
3041,Chris Ingham,250-499,0
3042,Chris Ingham,500-749,1
3043,Chris Ingham,750-999,0
3044,Chris Ingham,>=1000,0
3045,Chris Kubica,<250,1
3046,Chris Kubica,250-499,0
3047,Chris Kubica,500-749,0
3048,Chris Kubica,750-999,0
3049,Chris Kubica,>=1000,0
3050,Chris L. Demarest,<250,1
3051,Chris L. Demarest,250-499,0
3052,Chris L. Demarest,500-749,0
3053,Chris L. Demarest,750-999,0
3054,Chris L. Demarest,>=1000,0
3055,Chris Malta,<250,0
3056,Chris Malta,250-499,1
3057,Chris Malta,500-749,0
3058,Chris Malta,750-999,0
3059,Chris Malta,>=1000,0
3060,Chris Manby,<250,1
3061,Chris Manby,250-499,0
3062,Chris Manby,500-749,0
3063,Chris Manby,750-999,0
3064,Chris Manby,>=1000,0
3065,Chris Offutt,<250,0
3066,Chris Offutt,250-499,0
3067,Chris Offutt,500-749,1
3068,Chris Offutt,750-999,0
3069,Chris Offutt,>=1000,0
3070,Chris Prentiss,<250,0
3071,Chris Prentiss,250-499,1
3072,Chris Prentiss,500-749,0
3073,Chris Prentiss,750-999,0
3074,Chris Prentiss,>=1000,0
3075,Chris Rowthorn,<250,1
3076,Chris Rowthorn,250-499,0
3077,Chris Rowthorn,500-749,0
3078,Chris Rowthorn,750-999,0
3079,Chris Rowthorn,>=1000,0
3080,Chris Ryall,<250,1
3081,Chris Ryall,250-499,0
3082,Chris Ryall,500-749,0
3083,Chris Ryall,750-999,0
3084,Chris Ryall,>=1000,0
3085,Chris Seay,<250,0
3086,Chris Seay,250-499,0
3087,Chris Seay,500-749,1
3088,Chris Seay,750-999,0
3089,Chris Seay,>=1000,0
3090,Chris Tait,<250,1
3091,Chris Tait,250-499,0
3092,Chris Tait,500-749,0
3093,Chris Tait,750-999,0
3094,Chris Tait,>=1000,0
3095,Chris Van Allsburg,<250,1
3096,Chris Van Allsburg,250-499,0
3097,Chris Van Allsburg,500-749,0
3098,Chris Van Allsburg,750-999,0
3099,Chris Van Allsburg,>=1000,0
3100,Chris Ware,<250,0
3101,Chris Ware,250-499,1
3102,Chris Ware,500-749,0
3103,Chris Ware,750-999,0
3104,Chris Ware,>=1000,0
3105,Christie Ridgway,<250,1
3106,Christie Ridgway,250-499,0
3107,Christie Ridgway,500-749,0
3108,Christie Ridgway,750-999,0
3109,Christie Ridgway,>=1000,0
3110,Christina Dodd,<250,1
3111,Christina Dodd,250-499,0
3112,Christina Dodd,500-749,0
3113,Christina Dodd,750-999,0
3114,Christina Dodd,>=1000,0
3115,Christina Schwarz,<250,1
3116,Christina Schwarz,250-499,0
3117,Christina Schwarz,500-749,0
3118,Christina Schwarz,750-999,0
3119,Christina Schwarz,>=1000,0
3120,Christina Scull,<250,1
3121,Christina Scull,250-499,0
3122,Christina Scull,500-749,0
3123,Christina Scull,750-999,0
3124,Christina Scull,>=1000,0
3125,Christine Feehan,<250,0
3126,Christine Feehan,250-499,0
3127,Christine Feehan,500-749,1
3128,Christine Feehan,750-999,0
3129,Christine Feehan,>=1000,0
3130,Christine Rimmer,<250,0
3131,Christine Rimmer,250-499,1
3132,Christine Rimmer,500-749,0
3133,Christine Rimmer,750-999,0
3134,Christine Rimmer,>=1000,0
3135,Christopher   Black,<250,1
3136,Christopher   Black,250-499,0
3137,Christopher   Black,500-749,0
3138,Christopher   Black,750-999,0
3139,Christopher   Black,>=1000,0
3140,Christopher   Clark,<250,1
3141,Christopher   Clark,250-499,0
3142,Christopher   Clark,500-749,0
3143,Christopher   Clark,750-999,0
3144,Christopher   Clark,>=1000,0
3145,Christopher   Duncan,<250,0
3146,Christopher   Duncan,250-499,1
3147,Christopher   Duncan,500-749,0
3148,Christopher   Duncan,750-999,0
3149,Christopher   Duncan,>=1000,0
3150,Christopher   Green,<250,1
3151,Christopher   Green,250-499,0
3152,Christopher   Green,500-749,0
3153,Christopher   Green,750-999,0
3154,Christopher   Green,>=1000,0
3155,Christopher Andersen,<250,0
3156,Christopher Andersen,250-499,0
3157,Christopher Andersen,500-749,1
3158,Christopher Andersen,750-999,0
3159,Christopher Andersen,>=1000,0
3160,Christopher Biffle,<250,0
3161,Christopher Biffle,250-499,1
3162,Christopher Biffle,500-749,0
3163,Christopher Biffle,750-999,0
3164,Christopher Biffle,>=1000,0
3165,Christopher Bram,<250,0
3166,Christopher Bram,250-499,0
3167,Christopher Bram,500-749,1
3168,Christopher Bram,750-999,0
3169,Christopher Bram,>=1000,0
3170,Christopher Buckley,<250,0
3171,Christopher Buckley,250-499,0
3172,Christopher Buckley,500-749,1
3173,Christopher Buckley,750-999,0
3174,Christopher Buckley,>=1000,0
3175,Christopher Caswell,<250,0
3176,Christopher Caswell,250-499,1
3177,Christopher Caswell,500-749,0
3178,Christopher Caswell,750-999,0
3179,Christopher Caswell,>=1000,0
3180,Christopher Cokinos,<250,0
3181,Christopher Cokinos,250-499,0
3182,Christopher Cokinos,500-749,0
3183,Christopher Cokinos,750-999,1
3184,Christopher Cokinos,>=1000,0
3185,Christopher Fowler,<250,0
3186,Christopher Fowler,250-499,1
3187,Christopher Fowler,500-749,0
3188,Christopher Fowler,750-999,0
3189,Christopher Fowler,>=1000,0
3190,Christopher Golden,<250,0
3191,Christopher Golden,250-499,0
3192,Christopher Golden,500-749,1
3193,Christopher Golden,750-999,0
3194,Christopher Golden,>=1000,0
3195,Christopher Hitchens,<250,0
3196,Christopher Hitchens,250-499,1
3197,Christopher Hitchens,500-749,0
3198,Christopher Hitchens,750-999,0
3199,Christopher Hitchens,>=1000,0
3200,Christopher Isherwood,<250,1
3201,Christopher Isherwood,250-499,0
3202,Christopher Isherwood,500-749,0
3203,Christopher Isherwood,750-999,0
3204,Christopher Isherwood,>=1000,0
3205,Christopher Janaway,<250,0
3206,Christopher Janaway,250-499,0
3207,Christopher Janaway,500-749,1
3208,Christopher Janaway,750-999,0
3209,Christopher Janaway,>=1000,0
3210,Christopher M. Andrew,<250,0
3211,Christopher M. Andrew,250-499,1
3212,Christopher M. Andrew,500-749,0
3213,Christopher M. Andrew,750-999,0
3214,Christopher M. Andrew,>=1000,0
3215,Christopher Marlowe,<250,1
3216,Christopher Marlowe,250-499,0
3217,Christopher Marlowe,500-749,0
3218,Christopher Marlowe,750-999,0
3219,Christopher Marlowe,>=1000,0
3220,Christopher Moore,<250,1
3221,Christopher Moore,250-499,0
3222,Christopher Moore,500-749,0
3223,Christopher Moore,750-999,0
3224,Christopher Moore,>=1000,0
3225,Christopher Partridge,<250,0
3226,Christopher Partridge,250-499,1
3227,Christopher Partridge,500-749,0
3228,Christopher Partridge,750-999,0
3229,Christopher Partridge,>=1000,0
3230,Christopher Pike,<250,0
3231,Christopher Pike,250-499,1
3232,Christopher Pike,500-749,0
3233,Christopher Pike,750-999,0
3234,Christopher Pike,>=1000,0
3235,Christopher Pinney,<250,0
3236,Christopher Pinney,250-499,0
3237,Christopher Pinney,500-749,1
3238,Christopher Pinney,750-999,0
3239,Christopher Pinney,>=1000,0
3240,Christopher Priest,<250,1
3241,Christopher Priest,250-499,0
3242,Christopher Priest,500-749,0
3243,Christopher Priest,750-999,0
3244,Christopher Priest,>=1000,0
3245,Christopher Schmitt,<250,0
3246,Christopher Schmitt,250-499,1
3247,Christopher Schmitt,500-749,0
3248,Christopher Schmitt,750-999,0
3249,Christopher Schmitt,>=1000,0
3250,Christopher Stasheff,<250,0
3251,Christopher Stasheff,250-499,1
3252,Christopher Stasheff,500-749,0
3253,Christopher Stasheff,750-999,0
3254,Christopher Stasheff,>=1000,0
3255,Chuck Klosterman,<250,0
3256,Chuck Klosterman,250-499,1
3257,Chuck Klosterman,500-749,0
3258,Chuck Klosterman,750-999,0
3259,Chuck Klosterman,>=1000,0
3260,Chuck Palahniuk,<250,1
3261,Chuck Palahniuk,250-499,0
3262,Chuck Palahniuk,500-749,0
3263,Chuck Palahniuk,750-999,0
3264,Chuck Palahniuk,>=1000,0
3265,Chuck Williams,<250,0
3266,Chuck Williams,250-499,1
3267,Chuck Williams,500-749,0
3268,Chuck Williams,750-999,0
3269,Chuck Williams,>=1000,0
3270,Ciruelo Cabral,<250,0
3271,Ciruelo Cabral,250-499,1
3272,Ciruelo Cabral,500-749,0
3273,Ciruelo Cabral,750-999,0
3274,Ciruelo Cabral,>=1000,0
3275,Claire Brennan,<250,1
3276,Claire Brennan,250-499,0
3277,Claire Brennan,500-749,0
3278,Claire Brennan,750-999,0
3279,Claire Brennan,>=1000,0
3280,Claire McNab,<250,0
3281,Claire McNab,250-499,0
3282,Claire McNab,500-749,1
3283,Claire McNab,750-999,0
3284,Claire McNab,>=1000,0
3285,Claire Messud,<250,0
3286,Claire Messud,250-499,1
3287,Claire Messud,500-749,0
3288,Claire Messud,750-999,0
3289,Claire Messud,>=1000,0
3290,Clare Naylor,<250,1
3291,Clare Naylor,250-499,0
3292,Clare Naylor,500-749,0
3293,Clare Naylor,750-999,0
3294,Clare Naylor,>=1000,0
3295,Claudia Bishop,<250,0
3296,Claudia Bishop,250-499,1
3297,Claudia Bishop,500-749,0
3298,Claudia Bishop,750-999,0
3299,Claudia Bishop,>=1000,0
3300,Claudia Carroll,<250,0
3301,Claudia Carroll,250-499,1
3302,Claudia Carroll,500-749,0
3303,Claudia Carroll,750-999,0
3304,Claudia Carroll,>=1000,0
3305,Clayton M. Christensen,<250,0
3306,Clayton M. Christensen,250-499,1
3307,Clayton M. Christensen,500-749,0
3308,Clayton M. Christensen,750-999,0
3309,Clayton M. Christensen,>=1000,0
3310,Clement Greenberg,<250,1
3311,Clement Greenberg,250-499,0
3312,Clement Greenberg,500-749,0
3313,Clement Greenberg,750-999,0
3314,Clement Greenberg,>=1000,0
3315,Clifford D. Simak,<250,0
3316,Clifford D. Simak,250-499,1
3317,Clifford D. Simak,500-749,0
3318,Clifford D. Simak,750-999,0
3319,Clifford D. Simak,>=1000,0
3320,CliffsNotes,<250,0
3321,CliffsNotes,250-499,1
3322,CliffsNotes,500-749,0
3323,CliffsNotes,750-999,0
3324,CliffsNotes,>=1000,0
3325,Clint Willis,<250,1
3326,Clint Willis,250-499,0
3327,Clint Willis,500-749,0
3328,Clint Willis,750-999,0
3329,Clint Willis,>=1000,0
3330,Clive Barker,<250,0
3331,Clive Barker,250-499,1
3332,Clive Barker,500-749,0
3333,Clive Barker,750-999,0
3334,Clive Barker,>=1000,0
3335,Clive Cussler,<250,0
3336,Clive Cussler,250-499,0
3337,Clive Cussler,500-749,1
3338,Clive Cussler,750-999,0
3339,Clive Cussler,>=1000,0
3340,Cody Goodfellow,<250,0
3341,Cody Goodfellow,250-499,1
3342,Cody Goodfellow,500-749,0
3343,Cody Goodfellow,750-999,0
3344,Cody Goodfellow,>=1000,0
3345,Cole Porter,<250,0
3346,Cole Porter,250-499,1
3347,Cole Porter,500-749,0
3348,Cole Porter,750-999,0
3349,Cole Porter,>=1000,0
3350,Colin      Wells,<250,1
3351,Colin      Wells,250-499,0
3352,Colin      Wells,500-749,0
3353,Colin      Wells,750-999,0
3354,Colin      Wells,>=1000,0
3355,Colin  Wells,<250,1
3356,Colin  Wells,250-499,0
3357,Colin  Wells,500-749,0
3358,Colin  Wells,750-999,0
3359,Colin  Wells,>=1000,0
3360,Colin Duriez,<250,1
3361,Colin Duriez,250-499,0
3362,Colin Duriez,500-749,0
3363,Colin Duriez,750-999,0
3364,Colin Duriez,>=1000,0
3365,Colin McGinn,<250,0
3366,Colin McGinn,250-499,1
3367,Colin McGinn,500-749,0
3368,Colin McGinn,750-999,0
3369,Colin McGinn,>=1000,0
3370,Colin Wilson,<250,1
3371,Colin Wilson,250-499,0
3372,Colin Wilson,500-749,0
3373,Colin Wilson,750-999,0
3374,Colin Wilson,>=1000,0
3375,Colleen McCullough,<250,0
3376,Colleen McCullough,250-499,0
3377,Colleen McCullough,500-749,1
3378,Colleen McCullough,750-999,0
3379,Colleen McCullough,>=1000,0
3380,Colleen Sexton,<250,0
3381,Colleen Sexton,250-499,1
3382,Colleen Sexton,500-749,0
3383,Colleen Sexton,750-999,0
3384,Colleen Sexton,>=1000,0
3385,Colm Tóibín,<250,1
3386,Colm Tóibín,250-499,0
3387,Colm Tóibín,500-749,0
3388,Colm Tóibín,750-999,0
3389,Colm Tóibín,>=1000,0
3390,Colson Whitehead,<250,0
3391,Colson Whitehead,250-499,1
3392,Colson Whitehead,500-749,0
3393,Colson Whitehead,750-999,0
3394,Colson Whitehead,>=1000,0
3395,Colum McCann,<250,0
3396,Colum McCann,250-499,1
3397,Colum McCann,500-749,0
3398,Colum McCann,750-999,0
3399,Colum McCann,>=1000,0
3400,Commander X,<250,1
3401,Commander X,250-499,0
3402,Commander X,500-749,0
3403,Commander X,750-999,0
3404,Commander X,>=1000,0
3405,Confucius,<250,1
3406,Confucius,250-499,0
3407,Confucius,500-749,0
3408,Confucius,750-999,0
3409,Confucius,>=1000,0
3410,Connie Mason,<250,1
3411,Connie Mason,250-499,0
3412,Connie Mason,500-749,0
3413,Connie Mason,750-999,0
3414,Connie Mason,>=1000,0
3415,Connie Willis,<250,0
3416,Connie Willis,250-499,0
3417,Connie Willis,500-749,1
3418,Connie Willis,750-999,0
3419,Connie Willis,>=1000,0
3420,Constance Ash,<250,1
3421,Constance Ash,250-499,0
3422,Constance Ash,500-749,0
3423,Constance Ash,750-999,0
3424,Constance Ash,>=1000,0
3425,Cook's Illustrated Magazine,<250,0
3426,Cook's Illustrated Magazine,250-499,0
3427,Cook's Illustrated Magazine,500-749,1
3428,Cook's Illustrated Magazine,750-999,0
3429,Cook's Illustrated Magazine,>=1000,0
3430,Cordwainer Smith,<250,1
3431,Cordwainer Smith,250-499,0
3432,Cordwainer Smith,500-749,0
3433,Cordwainer Smith,750-999,0
3434,Cordwainer Smith,>=1000,0
3435,Corinne Hofmann,<250,0
3436,Corinne Hofmann,250-499,1
3437,Corinne Hofmann,500-749,0
3438,Corinne Hofmann,750-999,0
3439,Corinne Hofmann,>=1000,0
3440,Cormac McCarthy,<250,0
3441,Cormac McCarthy,250-499,1
3442,Cormac McCarthy,500-749,0
3443,Cormac McCarthy,750-999,0
3444,Cormac McCarthy,>=1000,0
3445,Cornel West,<250,1
3446,Cornel West,250-499,0
3447,Cornel West,500-749,0
3448,Cornel West,750-999,0
3449,Cornel West,>=1000,0
3450,Cornelia Funke,<250,1
3451,Cornelia Funke,250-499,0
3452,Cornelia Funke,500-749,0
3453,Cornelia Funke,750-999,0
3454,Cornelia Funke,>=1000,0
3455,Cornelius Agrippa,<250,0
3456,Cornelius Agrippa,250-499,1
3457,Cornelius Agrippa,500-749,0
3458,Cornelius Agrippa,750-999,0
3459,Cornelius Agrippa,>=1000,0
3460,Cornell Woolrich,<250,1
3461,Cornell Woolrich,250-499,0
3462,Cornell Woolrich,500-749,0
3463,Cornell Woolrich,750-999,0
3464,Cornell Woolrich,>=1000,0
3465,Cory Doctorow,<250,0
3466,Cory Doctorow,250-499,0
3467,Cory Doctorow,500-749,1
3468,Cory Doctorow,750-999,0
3469,Cory Doctorow,>=1000,0
3470,Courtney E. Martin,<250,0
3471,Courtney E. Martin,250-499,1
3472,Courtney E. Martin,500-749,0
3473,Courtney E. Martin,750-999,0
3474,Courtney E. Martin,>=1000,0
3475,Craig Keller,<250,1
3476,Craig Keller,250-499,0
3477,Craig Keller,500-749,0
3478,Craig Keller,750-999,0
3479,Craig Keller,>=1000,0
3480,Craig Scharlin,<250,1
3481,Craig Scharlin,250-499,0
3482,Craig Scharlin,500-749,0
3483,Craig Scharlin,750-999,0
3484,Craig Scharlin,>=1000,0
3485,Craig Thompson,<250,0
3486,Craig Thompson,250-499,1
3487,Craig Thompson,500-749,0
3488,Craig Thompson,750-999,0
3489,Craig Thompson,>=1000,0
3490,Crissy Trask,<250,1
3491,Crissy Trask,250-499,0
3492,Crissy Trask,500-749,0
3493,Crissy Trask,750-999,0
3494,Crissy Trask,>=1000,0
3495,Crystal Lacey Winslow,<250,0
3496,Crystal Lacey Winslow,250-499,1
3497,Crystal Lacey Winslow,500-749,0
3498,Crystal Lacey Winslow,750-999,0
3499,Crystal Lacey Winslow,>=1000,0
3500,Curtis Saxton,<250,0
3501,Curtis Saxton,250-499,0
3502,Curtis Saxton,500-749,1
3503,Curtis Saxton,750-999,0
3504,Curtis Saxton,>=1000,0
3505,Curtis Sittenfeld,<250,1
3506,Curtis Sittenfeld,250-499,0
