,author,num_pages_grp,count
18278,Sharon Rose Wilson,750-999,0
18279,Sharon Rose Wilson,>=1000,0
18280,Sharon Salzberg,<250,0
18281,Sharon Salzberg,250-499,1
18282,Sharon Salzberg,500-749,0
18283,Sharon Salzberg,750-999,0
18284,Sharon Salzberg,>=1000,0
18285,Sharyn McCrumb,<250,1
18286,Sharyn McCrumb,250-499,0
18287,Sharyn McCrumb,500-749,0
18288,Sharyn McCrumb,750-999,0
18289,Sharyn McCrumb,>=1000,0
18290,Sharyn November,<250,1
18291,Sharyn November,250-499,0
18292,Sharyn November,500-749,0
18293,Sharyn November,750-999,0
18294,Sharyn November,>=1000,0
18295,Shaun Tomson,<250,0
18296,Shaun Tomson,250-499,0
18297,Shaun Tomson,500-749,1
18298,Shaun Tomson,750-999,0
18299,Shaun Tomson,>=1000,0
18300,Shauna Singh Baldwin,<250,0
18301,Shauna Singh Baldwin,250-499,0
18302,Shauna Singh Baldwin,500-749,1
18303,Shauna Singh Baldwin,750-999,0
18304,Shauna Singh Baldwin,>=1000,0
18305,Shayla Black,<250,1
18306,Shayla Black,250-499,0
18307,Shayla Black,500-749,0
18308,Shayla Black,750-999,0
18309,Shayla Black,>=1000,0
18310,Shel Silverstein,<250,0
18311,Shel Silverstein,250-499,0
18312,Shel Silverstein,500-749,0
18313,Shel Silverstein,750-999,1
18314,Shel Silverstein,>=1000,0
18315,Shelby Foote,<250,1
18316,Shelby Foote,250-499,0
18317,Shelby Foote,500-749,0
18318,Shelby Foote,750-999,0
18319,Shelby Foote,>=1000,0
18320,Shelley Klein,<250,1
18321,Shelley Klein,250-499,0
18322,Shelley Klein,500-749,0
18323,Shelley Klein,750-999,0
18324,Shelley Klein,>=1000,0
18325,Sheri Lynch,<250,0
18326,Sheri Lynch,250-499,1
18327,Sheri Lynch,500-749,0
18328,Sheri Lynch,750-999,0
18329,Sheri Lynch,>=1000,0
18330,Sheri Rose Shepherd,<250,1
18331,Sheri Rose Shepherd,250-499,0
18332,Sheri Rose Shepherd,500-749,0
18333,Sheri Rose Shepherd,750-999,0
18334,Sheri Rose Shepherd,>=1000,0
18335,Sherman Alexie,<250,1
18336,Sherman Alexie,250-499,0
18337,Sherman Alexie,500-749,0
18338,Sherman Alexie,750-999,0
18339,Sherman Alexie,>=1000,0
18340,Sherrilyn Kenyon,<250,0
18341,Sherrilyn Kenyon,250-499,1
18342,Sherrilyn Kenyon,500-749,0
18343,Sherrilyn Kenyon,750-999,0
18344,Sherrilyn Kenyon,>=1000,0
18345,Sherry Gershon Gottlieb,<250,1
18346,Sherry Gershon Gottlieb,250-499,0
18347,Sherry Gershon Gottlieb,500-749,0
18348,Sherry Gershon Gottlieb,750-999,0
18349,Sherry Gershon Gottlieb,>=1000,0
18350,Sherry Shahan,<250,0
18351,Sherry Shahan,250-499,1
18352,Sherry Shahan,500-749,0
18353,Sherry Shahan,750-999,0
18354,Sherry Shahan,>=1000,0
18355,Sherwood Smith,<250,1
18356,Sherwood Smith,250-499,0
18357,Sherwood Smith,500-749,0
18358,Sherwood Smith,750-999,0
18359,Sherwood Smith,>=1000,0
18360,Sheryl Feldman,<250,0
18361,Sheryl Feldman,250-499,1
18362,Sheryl Feldman,500-749,0
18363,Sheryl Feldman,750-999,0
18364,Sheryl Feldman,>=1000,0
18365,Shifra Horn,<250,0
18366,Shifra Horn,250-499,1
18367,Shifra Horn,500-749,0
18368,Shifra Horn,750-999,0
18369,Shifra Horn,>=1000,0
18370,Shirin Ebadi,<250,0
18371,Shirin Ebadi,250-499,1
18372,Shirin Ebadi,500-749,0
18373,Shirin Ebadi,750-999,0
18374,Shirin Ebadi,>=1000,0
18375,Shirley Hazzard,<250,1
18376,Shirley Hazzard,250-499,0
18377,Shirley Hazzard,500-749,0
18378,Shirley Hazzard,750-999,0
18379,Shirley Hazzard,>=1000,0
18380,Shirley Rousseau Murphy,<250,0
18381,Shirley Rousseau Murphy,250-499,1
18382,Shirley Rousseau Murphy,500-749,0
18383,Shirley Rousseau Murphy,750-999,0
18384,Shirley Rousseau Murphy,>=1000,0
18385,Shiva Naipaul,<250,1
18386,Shiva Naipaul,250-499,0
18387,Shiva Naipaul,500-749,0
18388,Shiva Naipaul,750-999,0
18389,Shiva Naipaul,>=1000,0
18390,Sholom Aleichem,<250,0
18391,Sholom Aleichem,250-499,1
18392,Sholom Aleichem,500-749,0
18393,Sholom Aleichem,750-999,0
18394,Sholom Aleichem,>=1000,0
18395,Shūsaku Endō,<250,1
18396,Shūsaku Endō,250-499,0
18397,Shūsaku Endō,500-749,0
18398,Shūsaku Endō,750-999,0
18399,Shūsaku Endō,>=1000,0
18400,Sid Fleischman,<250,1
18401,Sid Fleischman,250-499,0
18402,Sid Fleischman,500-749,0
18403,Sid Fleischman,750-999,0
18404,Sid Fleischman,>=1000,0
18405,Sidney Sheldon,<250,1
18406,Sidney Sheldon,250-499,0
18407,Sidney Sheldon,500-749,0
18408,Sidney Sheldon,750-999,0
18409,Sidney Sheldon,>=1000,0
18410,Siegfried Engelmann,<250,1
18411,Siegfried Engelmann,250-499,0
18412,Siegfried Engelmann,500-749,0
18413,Siegfried Engelmann,750-999,0
18414,Siegfried Engelmann,>=1000,0
18415,Sigmund Freud,<250,1
18416,Sigmund Freud,250-499,0
18417,Sigmund Freud,500-749,0
18418,Sigmund Freud,750-999,0
18419,Sigmund Freud,>=1000,0
18420,Sigrid Nunez,<250,1
18421,Sigrid Nunez,250-499,0
18422,Sigrid Nunez,500-749,0
18423,Sigrid Nunez,750-999,0
18424,Sigrid Nunez,>=1000,0
18425,Sigrid Undset,<250,0
18426,Sigrid Undset,250-499,0
18427,Sigrid Undset,500-749,0
18428,Sigrid Undset,750-999,0
18429,Sigrid Undset,>=1000,1
18430,Silas House,<250,0
18431,Silas House,250-499,0
18432,Silas House,500-749,1
18433,Silas House,750-999,0
18434,Silas House,>=1000,0
18435,Simon Anholt,<250,1
18436,Simon Anholt,250-499,0
18437,Simon Anholt,500-749,0
18438,Simon Anholt,750-999,0
18439,Simon Anholt,>=1000,0
18440,Simon Cleveland,<250,0
18441,Simon Cleveland,250-499,0
18442,Simon Cleveland,500-749,0
18443,Simon Cleveland,750-999,1
18444,Simon Cleveland,>=1000,0
18445,Simon Goldhill,<250,0
18446,Simon Goldhill,250-499,1
18447,Simon Goldhill,500-749,0
18448,Simon Goldhill,750-999,0
18449,Simon Goldhill,>=1000,0
18450,Simon Perchik,<250,1
18451,Simon Perchik,250-499,0
18452,Simon Perchik,500-749,0
18453,Simon Perchik,750-999,0
18454,Simon Perchik,>=1000,0
18455,Simon Schama,<250,0
18456,Simon Schama,250-499,1
18457,Simon Schama,500-749,0
18458,Simon Schama,750-999,0
18459,Simon Schama,>=1000,0
18460,Simon Singh,<250,0
18461,Simon Singh,250-499,0
18462,Simon Singh,500-749,0
18463,Simon Singh,750-999,0
18464,Simon Singh,>=1000,1
18465,Simon Wells,<250,0
18466,Simon Wells,250-499,1
18467,Simon Wells,500-749,0
18468,Simon Wells,750-999,0
18469,Simon Wells,>=1000,0
18470,Simon Winchester,<250,0
18471,Simon Winchester,250-499,1
18472,Simon Winchester,500-749,0
18473,Simon Winchester,750-999,0
18474,Simon Winchester,>=1000,0
18475,Simone Weil,<250,0
18476,Simone Weil,250-499,1
18477,Simone Weil,500-749,0
18478,Simone Weil,750-999,0
18479,Simone Weil,>=1000,0
18480,Simone de Beauvoir,<250,1
18481,Simone de Beauvoir,250-499,0
18482,Simone de Beauvoir,500-749,0
18483,Simone de Beauvoir,750-999,0
18484,Simone de Beauvoir,>=1000,0
18485,Simón Bolívar,<250,1
18486,Simón Bolívar,250-499,0
18487,Simón Bolívar,500-749,0
18488,Simón Bolívar,750-999,0
18489,Simón Bolívar,>=1000,0
18490,Sinclair B. Ferguson,<250,0
18491,Sinclair B. Ferguson,250-499,1
18492,Sinclair B. Ferguson,500-749,0
18493,Sinclair B. Ferguson,750-999,0
18494,Sinclair B. Ferguson,>=1000,0
18495,Sinclair Lewis,<250,0
18496,Sinclair Lewis,250-499,1
18497,Sinclair Lewis,500-749,0
18498,Sinclair Lewis,750-999,0
18499,Sinclair Lewis,>=1000,0
18500,Slavoj Žižek,<250,1
18501,Slavoj Žižek,250-499,0
18502,Slavoj Žižek,500-749,0
18503,Slavoj Žižek,750-999,0
18504,Slavoj Žižek,>=1000,0
18505,Snorri Sturluson,<250,0
18506,Snorri Sturluson,250-499,1
18507,Snorri Sturluson,500-749,0
18508,Snorri Sturluson,750-999,0
18509,Snorri Sturluson,>=1000,0
18510,Solomon Jones,<250,1
18511,Solomon Jones,250-499,0
18512,Solomon Jones,500-749,0
18513,Solomon Jones,750-999,0
18514,Solomon Jones,>=1000,0
18515,Sonallah Ibrahim,<250,1
18516,Sonallah Ibrahim,250-499,0
18517,Sonallah Ibrahim,500-749,0
18518,Sonallah Ibrahim,750-999,0
18519,Sonallah Ibrahim,>=1000,0
18520,Sonny Brewer,<250,0
18521,Sonny Brewer,250-499,1
18522,Sonny Brewer,500-749,0
18523,Sonny Brewer,750-999,0
18524,Sonny Brewer,>=1000,0
18525,Sophie Braimbridge,<250,0
18526,Sophie Braimbridge,250-499,1
18527,Sophie Braimbridge,500-749,0
18528,Sophie Braimbridge,750-999,0
18529,Sophie Braimbridge,>=1000,0
18530,Sophie Kinsella,<250,1
18531,Sophie Kinsella,250-499,0
18532,Sophie Kinsella,500-749,0
18533,Sophie Kinsella,750-999,0
18534,Sophie Kinsella,>=1000,0
18535,Sophocles,<250,0
18536,Sophocles,250-499,1
18537,Sophocles,500-749,0
18538,Sophocles,750-999,0
18539,Sophocles,>=1000,0
18540,SparkNotes,<250,0
18541,SparkNotes,250-499,0
18542,SparkNotes,500-749,0
18543,SparkNotes,750-999,1
18544,SparkNotes,>=1000,0
18545,Spencer Johnson,<250,0
18546,Spencer Johnson,250-499,0
18547,Spencer Johnson,500-749,0
18548,Spencer Johnson,750-999,0
18549,Spencer Johnson,>=1000,1
18550,Spider Robinson,<250,1
18551,Spider Robinson,250-499,0
18552,Spider Robinson,500-749,0
18553,Spider Robinson,750-999,0
18554,Spider Robinson,>=1000,0
18555,Stacey Szklut,<250,0
18556,Stacey Szklut,250-499,0
18557,Stacey Szklut,500-749,0
18558,Stacey Szklut,750-999,1
18559,Stacey Szklut,>=1000,0
18560,Stacy Horn,<250,0
18561,Stacy Horn,250-499,1
18562,Stacy Horn,500-749,0
18563,Stacy Horn,750-999,0
18564,Stacy Horn,>=1000,0
18565,Stacy Schiff,<250,1
18566,Stacy Schiff,250-499,0
18567,Stacy Schiff,500-749,0
18568,Stacy Schiff,750-999,0
18569,Stacy Schiff,>=1000,0
18570,Stan Berenstain,<250,0
18571,Stan Berenstain,250-499,1
18572,Stan Berenstain,500-749,0
18573,Stan Berenstain,750-999,0
18574,Stan Berenstain,>=1000,0
18575,Stan Hoig,<250,1
18576,Stan Hoig,250-499,0
18577,Stan Hoig,500-749,0
18578,Stan Hoig,750-999,0
18579,Stan Hoig,>=1000,0
18580,Stan Jones,<250,1
18581,Stan Jones,250-499,0
18582,Stan Jones,500-749,0
18583,Stan Jones,750-999,0
18584,Stan Jones,>=1000,0
18585,Stan Lee,<250,1
18586,Stan Lee,250-499,0
18587,Stan Lee,500-749,0
18588,Stan Lee,750-999,0
18589,Stan Lee,>=1000,0
18590,Stanislav Grof,<250,0
18591,Stanislav Grof,250-499,1
18592,Stanislav Grof,500-749,0
18593,Stanislav Grof,750-999,0
18594,Stanislav Grof,>=1000,0
18595,Stanisław Lem,<250,0
18596,Stanisław Lem,250-499,0
18597,Stanisław Lem,500-749,1
18598,Stanisław Lem,750-999,0
18599,Stanisław Lem,>=1000,0
18600,Stanley Bing,<250,1
18601,Stanley Bing,250-499,0
18602,Stanley Bing,500-749,0
18603,Stanley Bing,750-999,0
18604,Stanley Bing,>=1000,0
18605,Stanley Coren,<250,0
18606,Stanley Coren,250-499,0
18607,Stanley Coren,500-749,1
18608,Stanley Coren,750-999,0
18609,Stanley Coren,>=1000,0
18610,Stanley Weintraub,<250,0
18611,Stanley Weintraub,250-499,0
18612,Stanley Weintraub,500-749,1
18613,Stanley Weintraub,750-999,0
18614,Stanley Weintraub,>=1000,0
18615,Stanley Wiater,<250,0
18616,Stanley Wiater,250-499,0
18617,Stanley Wiater,500-749,1
18618,Stanley Wiater,750-999,0
18619,Stanley Wiater,>=1000,0
18620,Starr Smith,<250,0
18621,Starr Smith,250-499,1
18622,Starr Smith,500-749,0
18623,Starr Smith,750-999,0
18624,Starr Smith,>=1000,0
18625,Stefan Fatsis,<250,0
18626,Stefan Fatsis,250-499,1
18627,Stefan Fatsis,500-749,0
18628,Stefan Fatsis,750-999,0
18629,Stefan Fatsis,>=1000,0
18630,Stefano Benni,<250,0
18631,Stefano Benni,250-499,1
18632,Stefano Benni,500-749,0
18633,Stefano Benni,750-999,0
18634,Stefano Benni,>=1000,0
18635,Sten Nadolny,<250,0
18636,Sten Nadolny,250-499,1
18637,Sten Nadolny,500-749,0
18638,Sten Nadolny,750-999,0
18639,Sten Nadolny,>=1000,0
18640,Stendhal,<250,1
18641,Stendhal,250-499,0
18642,Stendhal,500-749,0
18643,Stendhal,750-999,0
18644,Stendhal,>=1000,0
18645,Stephanie Barron,<250,0
18646,Stephanie Barron,250-499,1
18647,Stephanie Barron,500-749,0
18648,Stephanie Barron,750-999,0
18649,Stephanie Barron,>=1000,0
18650,Stephanie Laurens,<250,0
18651,Stephanie Laurens,250-499,0
18652,Stephanie Laurens,500-749,0
18653,Stephanie Laurens,750-999,1
18654,Stephanie Laurens,>=1000,0
18655,Stephanie McCurry,<250,0
18656,Stephanie McCurry,250-499,1
18657,Stephanie McCurry,500-749,0
18658,Stephanie McCurry,750-999,0
18659,Stephanie McCurry,>=1000,0
18660,Stephanie Rowe,<250,0
18661,Stephanie Rowe,250-499,1
18662,Stephanie Rowe,500-749,0
18663,Stephanie Rowe,750-999,0
18664,Stephanie Rowe,>=1000,0
18665,Stephanie Spinner,<250,1
18666,Stephanie Spinner,250-499,0
18667,Stephanie Spinner,500-749,0
18668,Stephanie Spinner,750-999,0
18669,Stephanie Spinner,>=1000,0
18670,Stephen  Booth,<250,0
18671,Stephen  Booth,250-499,1
18672,Stephen  Booth,500-749,0
18673,Stephen  Booth,750-999,0
18674,Stephen  Booth,>=1000,0
18675,Stephen  Mansfield,<250,0
18676,Stephen  Mansfield,250-499,0
18677,Stephen  Mansfield,500-749,0
18678,Stephen  Mansfield,750-999,0
18679,Stephen  Mansfield,>=1000,1
18680,Stephen Biesty,<250,1
18681,Stephen Biesty,250-499,0
18682,Stephen Biesty,500-749,0
18683,Stephen Biesty,750-999,0
18684,Stephen Biesty,>=1000,0
18685,Stephen Briggs,<250,1
18686,Stephen Briggs,250-499,0
18687,Stephen Briggs,500-749,0
18688,Stephen Briggs,750-999,0
18689,Stephen Briggs,>=1000,0
18690,Stephen Clarke,<250,0
18691,Stephen Clarke,250-499,0
18692,Stephen Clarke,500-749,1
18693,Stephen Clarke,750-999,0
18694,Stephen Clarke,>=1000,0
18695,Stephen Coonts,<250,0
18696,Stephen Coonts,250-499,0
18697,Stephen Coonts,500-749,1
18698,Stephen Coonts,750-999,0
18699,Stephen Coonts,>=1000,0
18700,Stephen Cox,<250,0
18701,Stephen Cox,250-499,1
18702,Stephen Cox,500-749,0
18703,Stephen Cox,750-999,0
18704,Stephen Cox,>=1000,0
18705,Stephen Crane,<250,0
18706,Stephen Crane,250-499,0
18707,Stephen Crane,500-749,1
18708,Stephen Crane,750-999,0
18709,Stephen Crane,>=1000,0
18710,Stephen Desberg,<250,0
18711,Stephen Desberg,250-499,1
18712,Stephen Desberg,500-749,0
18713,Stephen Desberg,750-999,0
18714,Stephen Desberg,>=1000,0
18715,Stephen E. Ambrose,<250,1
18716,Stephen E. Ambrose,250-499,0
18717,Stephen E. Ambrose,500-749,0
18718,Stephen E. Ambrose,750-999,0
18719,Stephen E. Ambrose,>=1000,0
18720,Stephen G. Kochan,<250,0
18721,Stephen G. Kochan,250-499,0
18722,Stephen G. Kochan,500-749,1
18723,Stephen G. Kochan,750-999,0
18724,Stephen G. Kochan,>=1000,0
18725,Stephen Gaskin,<250,0
18726,Stephen Gaskin,250-499,1
18727,Stephen Gaskin,500-749,0
18728,Stephen Gaskin,750-999,0
18729,Stephen Gaskin,>=1000,0
18730,Stephen Greenblatt,<250,0
18731,Stephen Greenblatt,250-499,1
18732,Stephen Greenblatt,500-749,0
18733,Stephen Greenblatt,750-999,0
18734,Stephen Greenblatt,>=1000,0
18735,Stephen Hawking,<250,1
18736,Stephen Hawking,250-499,0
18737,Stephen Hawking,500-749,0
18738,Stephen Hawking,750-999,0
18739,Stephen Hawking,>=1000,0
18740,Stephen Hunter,<250,0
18741,Stephen Hunter,250-499,1
18742,Stephen Hunter,500-749,0
18743,Stephen Hunter,750-999,0
18744,Stephen Hunter,>=1000,0
18745,Stephen J. Burn,<250,1
18746,Stephen J. Burn,250-499,0
18747,Stephen J. Burn,500-749,0
18748,Stephen J. Burn,750-999,0
18749,Stephen J. Burn,>=1000,0
18750,Stephen J. Cannell,<250,1
18751,Stephen J. Cannell,250-499,0
18752,Stephen J. Cannell,500-749,0
18753,Stephen J. Cannell,750-999,0
18754,Stephen J. Cannell,>=1000,0
18755,Stephen J. Rosen,<250,0
18756,Stephen J. Rosen,250-499,1
18757,Stephen J. Rosen,500-749,0
18758,Stephen J. Rosen,750-999,0
18759,Stephen J. Rosen,>=1000,0
18760,Stephen J. Sansweet,<250,1
18761,Stephen J. Sansweet,250-499,0
18762,Stephen J. Sansweet,500-749,0
18763,Stephen J. Sansweet,750-999,0
18764,Stephen J. Sansweet,>=1000,0
18765,Stephen Jay Gould,<250,0
18766,Stephen Jay Gould,250-499,1
18767,Stephen Jay Gould,500-749,0
18768,Stephen Jay Gould,750-999,0
18769,Stephen Jay Gould,>=1000,0
18770,Stephen King,<250,0
18771,Stephen King,250-499,0
18772,Stephen King,500-749,1
18773,Stephen King,750-999,0
18774,Stephen King,>=1000,0
18775,Stephen Kinzer,<250,0
18776,Stephen Kinzer,250-499,0
18777,Stephen Kinzer,500-749,1
18778,Stephen Kinzer,750-999,0
18779,Stephen Kinzer,>=1000,0
18780,Stephen Leeb,<250,0
18781,Stephen Leeb,250-499,0
18782,Stephen Leeb,500-749,0
18783,Stephen Leeb,750-999,1
18784,Stephen Leeb,>=1000,0
18785,Stephen Leigh,<250,1
18786,Stephen Leigh,250-499,0
18787,Stephen Leigh,500-749,0
18788,Stephen Leigh,750-999,0
18789,Stephen Leigh,>=1000,0
18790,Stephen M. Pollan,<250,1
18791,Stephen M. Pollan,250-499,0
18792,Stephen M. Pollan,500-749,0
18793,Stephen M. Pollan,750-999,0
18794,Stephen M. Pollan,>=1000,0
18795,Stephen M.R. Covey,<250,0
18796,Stephen M.R. Covey,250-499,0
18797,Stephen M.R. Covey,500-749,0
18798,Stephen M.R. Covey,750-999,0
18799,Stephen M.R. Covey,>=1000,1
18800,Stephen Manes,<250,0
18801,Stephen Manes,250-499,1
18802,Stephen Manes,500-749,0
18803,Stephen Manes,750-999,0
18804,Stephen Manes,>=1000,0
18805,Stephen Mark Rainey,<250,1
18806,Stephen Mark Rainey,250-499,0
18807,Stephen Mark Rainey,500-749,0
18808,Stephen Mark Rainey,750-999,0
18809,Stephen Mark Rainey,>=1000,0
18810,Stephen Miller,<250,0
18811,Stephen Miller,250-499,0
18812,Stephen Miller,500-749,1
18813,Stephen Miller,750-999,0
18814,Stephen Miller,>=1000,0
18815,Stephen Minot,<250,1
18816,Stephen Minot,250-499,0
18817,Stephen Minot,500-749,0
18818,Stephen Minot,750-999,0
18819,Stephen Minot,>=1000,0
18820,Stephen Mulhall,<250,1
18821,Stephen Mulhall,250-499,0
18822,Stephen Mulhall,500-749,0
18823,Stephen Mulhall,750-999,0
18824,Stephen Mulhall,>=1000,0
18825,Stephen Nachmanovitch,<250,0
18826,Stephen Nachmanovitch,250-499,0
18827,Stephen Nachmanovitch,500-749,0
18828,Stephen Nachmanovitch,750-999,0
18829,Stephen Nachmanovitch,>=1000,1
18830,Stephen Oppenheimer,<250,1
18831,Stephen Oppenheimer,250-499,0
18832,Stephen Oppenheimer,500-749,0
18833,Stephen Oppenheimer,750-999,0
18834,Stephen Oppenheimer,>=1000,0
18835,Stephen P. Maran,<250,0
18836,Stephen P. Maran,250-499,1
18837,Stephen P. Maran,500-749,0
18838,Stephen P. Maran,750-999,0
18839,Stephen P. Maran,>=1000,0
18840,Stephen R. Covey,<250,0
18841,Stephen R. Covey,250-499,1
18842,Stephen R. Covey,500-749,0
18843,Stephen R. Covey,750-999,0
18844,Stephen R. Covey,>=1000,0
18845,Stephen R. Donaldson,<250,0
18846,Stephen R. Donaldson,250-499,1
18847,Stephen R. Donaldson,500-749,0
18848,Stephen R. Donaldson,750-999,0
18849,Stephen R. Donaldson,>=1000,0
18850,Stephen R. Swinburne,<250,0
18851,Stephen R. Swinburne,250-499,1
18852,Stephen R. Swinburne,500-749,0
18853,Stephen R. Swinburne,750-999,0
18854,Stephen R. Swinburne,>=1000,0
18855,Stephen Rebello,<250,0
18856,Stephen Rebello,250-499,1
18857,Stephen Rebello,500-749,0
18858,Stephen Rebello,750-999,0
18859,Stephen Rebello,>=1000,0
18860,Stephen W. Frey,<250,0
18861,Stephen W. Frey,250-499,1
18862,Stephen W. Frey,500-749,0
18863,Stephen W. Frey,750-999,0
18864,Stephen W. Frey,>=1000,0
18865,Stephen Wright,<250,0
18866,Stephen Wright,250-499,1
18867,Stephen Wright,500-749,0
18868,Stephen Wright,750-999,0
18869,Stephen Wright,>=1000,0
18870,Stephenie Meyer,<250,1
18871,Stephenie Meyer,250-499,0
18872,Stephenie Meyer,500-749,0
18873,Stephenie Meyer,750-999,0
18874,Stephenie Meyer,>=1000,0
18875,Steve  Miller,<250,0
18876,Steve  Miller,250-499,0
18877,Steve  Miller,500-749,0
18878,Steve  Miller,750-999,0
18879,Steve  Miller,>=1000,1
18880,Steve Allen,<250,1
18881,Steve Allen,250-499,0
18882,Steve Allen,500-749,0
18883,Steve Allen,750-999,0
18884,Steve Allen,>=1000,0
18885,Steve Augarde,<250,1
18886,Steve Augarde,250-499,0
18887,Steve Augarde,500-749,0
18888,Steve Augarde,750-999,0
18889,Steve Augarde,>=1000,0
18890,Steve Blamires,<250,0
18891,Steve Blamires,250-499,1
18892,Steve Blamires,500-749,0
18893,Steve Blamires,750-999,0
18894,Steve Blamires,>=1000,0
18895,Steve Eddy,<250,0
18896,Steve Eddy,250-499,1
18897,Steve Eddy,500-749,0
18898,Steve Eddy,750-999,0
18899,Steve Eddy,>=1000,0
18900,Steve Erickson,<250,0
18901,Steve Erickson,250-499,0
18902,Steve Erickson,500-749,0
18903,Steve Erickson,750-999,1
18904,Steve Erickson,>=1000,0
18905,Steve Hamilton,<250,0
18906,Steve Hamilton,250-499,1
18907,Steve Hamilton,500-749,0
18908,Steve Hamilton,750-999,0
18909,Steve Hamilton,>=1000,0
18910,Steve Kenson,<250,0
18911,Steve Kenson,250-499,1
18912,Steve Kenson,500-749,0
18913,Steve Kenson,750-999,0
18914,Steve Kenson,>=1000,0
18915,Steve Krug,<250,1
18916,Steve Krug,250-499,0
18917,Steve Krug,500-749,0
18918,Steve Krug,750-999,0
18919,Steve Krug,>=1000,0
18920,Steve Martin,<250,0
18921,Steve Martin,250-499,0
18922,Steve Martin,500-749,1
18923,Steve Martin,750-999,0
18924,Steve Martin,>=1000,0
18925,Steve Martini,<250,0
18926,Steve Martini,250-499,1
18927,Steve Martini,500-749,0
18928,Steve Martini,750-999,0
18929,Steve Martini,>=1000,0
18930,Steve McConnell,<250,1
18931,Steve McConnell,250-499,0
18932,Steve McConnell,500-749,0
18933,Steve McConnell,750-999,0
18934,Steve McConnell,>=1000,0
18935,Steve McCurry,<250,1
18936,Steve McCurry,250-499,0
18937,Steve McCurry,500-749,0
18938,Steve McCurry,750-999,0
18939,Steve McCurry,>=1000,0
18940,Steve Moore,<250,1
18941,Steve Moore,250-499,0
18942,Steve Moore,500-749,0
18943,Steve Moore,750-999,0
18944,Steve Moore,>=1000,0
18945,Steve Perry,<250,0
18946,Steve Perry,250-499,1
18947,Steve Perry,500-749,0
18948,Steve Perry,750-999,0
18949,Steve Perry,>=1000,0
18950,Steve Turner,<250,1
18951,Steve Turner,250-499,0
18952,Steve Turner,500-749,0
18953,Steve Turner,750-999,0
18954,Steve Turner,>=1000,0
18955,Steve Wozniak,<250,1
18956,Steve Wozniak,250-499,0
18957,Steve Wozniak,500-749,0
18958,Steve Wozniak,750-999,0
18959,Steve Wozniak,>=1000,0
18960,Steven C. Hayes,<250,0
18961,Steven C. Hayes,250-499,1
18962,Steven C. Hayes,500-749,0
18963,Steven C. Hayes,750-999,0
18964,Steven C. Hayes,>=1000,0
18965,Steven D. Levitt,<250,1
18966,Steven D. Levitt,250-499,0
18967,Steven D. Levitt,500-749,0
18968,Steven D. Levitt,750-999,0
18969,Steven D. Levitt,>=1000,0
18970,Steven F. Hayward,<250,0
18971,Steven F. Hayward,250-499,0
18972,Steven F. Hayward,500-749,0
18973,Steven F. Hayward,750-999,0
18974,Steven F. Hayward,>=1000,1
18975,Steven Heller,<250,1
18976,Steven Heller,250-499,0
18977,Steven Heller,500-749,0
18978,Steven Heller,750-999,0
18979,Steven Heller,>=1000,0
18980,Steven Johnson,<250,0
18981,Steven Johnson,250-499,1
18982,Steven Johnson,500-749,0
18983,Steven Johnson,750-999,0
18984,Steven Johnson,>=1000,0
18985,Steven L. Layne,<250,0
18986,Steven L. Layne,250-499,0
18987,Steven L. Layne,500-749,0
18988,Steven L. Layne,750-999,1
18989,Steven L. Layne,>=1000,0
18990,Steven Nadler,<250,1
18991,Steven Nadler,250-499,0
18992,Steven Nadler,500-749,0
18993,Steven Nadler,750-999,0
18994,Steven Nadler,>=1000,0
18995,Steven Pinker,<250,0
18996,Steven Pinker,250-499,1
18997,Steven Pinker,500-749,0
18998,Steven Pinker,750-999,0
18999,Steven Pinker,>=1000,0
19000,Steven Pressfield,<250,0
19001,Steven Pressfield,250-499,0
19002,Steven Pressfield,500-749,0
19003,Steven Pressfield,750-999,0
19004,Steven Pressfield,>=1000,1
19005,Steven Watts,<250,0
19006,Steven Watts,250-499,1
19007,Steven Watts,500-749,0
19008,Steven Watts,750-999,0
19009,Steven Watts,>=1000,0
19010,Steven Weisenburger,<250,0
19011,Steven Weisenburger,250-499,1
19012,Steven Weisenburger,500-749,0
19013,Steven Weisenburger,750-999,0
19014,Steven Weisenburger,>=1000,0
19015,Stewart Brand,<250,1
19016,Stewart Brand,250-499,0
19017,Stewart Brand,500-749,0
19018,Stewart Brand,750-999,0
19019,Stewart Brand,>=1000,0
19020,Stewart O'Nan,<250,0
19021,Stewart O'Nan,250-499,1
19022,Stewart O'Nan,500-749,0
19023,Stewart O'Nan,750-999,0
19024,Stewart O'Nan,>=1000,0
19025,Stewart Shapiro,<250,1
19026,Stewart Shapiro,250-499,0
19027,Stewart Shapiro,500-749,0
19028,Stewart Shapiro,750-999,0
19029,Stewart Shapiro,>=1000,0
19030,Stormie Omartian,<250,0
19031,Stormie Omartian,250-499,1
19032,Stormie Omartian,500-749,0
19033,Stormie Omartian,750-999,0
19034,Stormie Omartian,>=1000,0
19035,Stuart Gilbert,<250,0
19036,Stuart Gilbert,250-499,1
19037,Stuart Gilbert,500-749,0
19038,Stuart Gilbert,750-999,0
19039,Stuart Gilbert,>=1000,0
19040,Stuart J. Murphy,<250,0
19041,Stuart J. Murphy,250-499,1
19042,Stuart J. Murphy,500-749,0
19043,Stuart J. Murphy,750-999,0
19044,Stuart J. Murphy,>=1000,0
